logId,dateOfSleep,startTime,endTime,duration,minutesToFallAsleep,minutesAsleep,minutesAwake,minutesAfterWakeup,timeInBed,efficiency,type,infoCode,logType,levels/summary/deep/count,levels/summary/deep/minutes,levels/summary/deep/thirtyDayAvgMinutes,levels/summary/wake/count,levels/summary/wake/minutes,levels/summary/wake/thirtyDayAvgMinutes,levels/summary/light/count,levels/summary/light/minutes,levels/summary/light/thirtyDayAvgMinutes,levels/summary/rem/count,levels/summary/rem/minutes,levels/summary/rem/thirtyDayAvgMinutes,levels/data/0/dateTime,levels/data/0/level,levels/data/0/seconds,levels/data/1/dateTime,levels/data/1/level,levels/data/1/seconds,levels/data/2/dateTime,levels/data/2/level,levels/data/2/seconds,levels/data/3/dateTime,levels/data/3/level,levels/data/3/seconds,levels/data/4/dateTime,levels/data/4/level,levels/data/4/seconds,levels/data/5/dateTime,levels/data/5/level,levels/data/5/seconds,levels/data/6/dateTime,levels/data/6/level,levels/data/6/seconds,levels/data/7/dateTime,levels/data/7/level,levels/data/7/seconds,levels/data/8/dateTime,levels/data/8/level,levels/data/8/seconds,levels/data/9/dateTime,levels/data/9/level,levels/data/9/seconds,levels/data/10/dateTime,levels/data/10/level,levels/data/10/seconds,levels/data/11/dateTime,levels/data/11/level,levels/data/11/seconds,levels/data/12/dateTime,levels/data/12/level,levels/data/12/seconds,levels/data/13/dateTime,levels/data/13/level,levels/data/13/seconds,levels/data/14/dateTime,levels/data/14/level,levels/data/14/seconds,levels/data/15/dateTime,levels/data/15/level,levels/data/15/seconds,levels/shortData/0/dateTime,levels/shortData/0/level,levels/shortData/0/seconds,levels/shortData/1/dateTime,levels/shortData/1/level,levels/shortData/1/seconds,levels/shortData/2/dateTime,levels/shortData/2/level,levels/shortData/2/seconds,levels/shortData/3/dateTime,levels/shortData/3/level,levels/shortData/3/seconds,levels/shortData/4/dateTime,levels/shortData/4/level,levels/shortData/4/seconds,levels/shortData/5/dateTime,levels/shortData/5/level,levels/shortData/5/seconds,levels/shortData/6/dateTime,levels/shortData/6/level,levels/shortData/6/seconds,levels/shortData/7/dateTime,levels/shortData/7/level,levels/shortData/7/seconds,levels/shortData/8/dateTime,levels/shortData/8/level,levels/shortData/8/seconds,levels/shortData/9/dateTime,levels/shortData/9/level,levels/shortData/9/seconds,levels/shortData/10/dateTime,levels/shortData/10/level,levels/shortData/10/seconds,levels/shortData/11/dateTime,levels/shortData/11/level,levels/shortData/11/seconds,levels/shortData/12/dateTime,levels/shortData/12/level,levels/shortData/12/seconds,levels/shortData/13/dateTime,levels/shortData/13/level,levels/shortData/13/seconds,levels/shortData/14/dateTime,levels/shortData/14/level,levels/shortData/14/seconds,levels/shortData/15/dateTime,levels/shortData/15/level,levels/shortData/15/seconds,levels/shortData/16/dateTime,levels/shortData/16/level,levels/shortData/16/seconds,levels/shortData/17/dateTime,levels/shortData/17/level,levels/shortData/17/seconds,levels/shortData/18/dateTime,levels/shortData/18/level,levels/shortData/18/seconds,levels/shortData/19/dateTime,levels/shortData/19/level,levels/shortData/19/seconds,levels/shortData/20/dateTime,levels/shortData/20/level,levels/shortData/20/seconds,levels/shortData/21/dateTime,levels/shortData/21/level,levels/shortData/21/seconds,levels/shortData/22/dateTime,levels/shortData/22/level,levels/shortData/22/seconds,levels/shortData/23/dateTime,levels/shortData/23/level,levels/shortData/23/seconds,levels/shortData/24/dateTime,levels/shortData/24/level,levels/shortData/24/seconds,levels/shortData/25/dateTime,levels/shortData/25/level,levels/shortData/25/seconds,levels/shortData/26/dateTime,levels/shortData/26/level,levels/shortData/26/seconds,levels/shortData/27/dateTime,levels/shortData/27/level,levels/shortData/27/seconds,mainSleep,levels/data/16/dateTime,levels/data/16/level,levels/data/16/seconds,levels/data/17/dateTime,levels/data/17/level,levels/data/17/seconds,levels/data/18/dateTime,levels/data/18/level,levels/data/18/seconds,levels/data/19/dateTime,levels/data/19/level,levels/data/19/seconds,levels/data/20/dateTime,levels/data/20/level,levels/data/20/seconds,levels/data/21/dateTime,levels/data/21/level,levels/data/21/seconds,levels/data/22/dateTime,levels/data/22/level,levels/data/22/seconds,levels/data/23/dateTime,levels/data/23/level,levels/data/23/seconds,levels/data/24/dateTime,levels/data/24/level,levels/data/24/seconds,levels/data/25/dateTime,levels/data/25/level,levels/data/25/seconds,levels/shortData/28/dateTime,levels/shortData/28/level,levels/shortData/28/seconds,levels/shortData/29/dateTime,levels/shortData/29/level,levels/shortData/29/seconds,levels/data/26/dateTime,levels/data/26/level,levels/data/26/seconds,levels/data/27/dateTime,levels/data/27/level,levels/data/27/seconds,levels/data/28/dateTime,levels/data/28/level,levels/data/28/seconds,levels/data/29/dateTime,levels/data/29/level,levels/data/29/seconds,levels/data/30/dateTime,levels/data/30/level,levels/data/30/seconds
42441849871,2023-08-15,2023-08-15T00:43:30.000,2023-08-15T07:54:00.000,25800000,0,369,61,0,430,97,stages,0,auto_detected,3,89,77,25,61,58,20,197,215,12,83,86,2023-08-15T00:43:30.000,wake,270,2023-08-15T00:48:00.000,light,120,2023-08-15T00:50:00.000,wake,480,2023-08-15T00:58:00.000,light,3150,2023-08-15T01:50:30.000,rem,270,2023-08-15T01:55:00.000,light,540,2023-08-15T02:04:00.000,deep,3630,2023-08-15T03:04:30.000,light,180,2023-08-15T03:07:30.000,rem,1650,2023-08-15T03:35:00.000,light,1320,2023-08-15T03:57:00.000,deep,1290,2023-08-15T04:18:30.000,light,1500,2023-08-15T04:43:30.000,wake,1260,2023-08-15T05:04:30.000,rem,330,2023-08-15T05:10:00.000,wake,480,2023-08-15T05:18:00.000,light,240,2023-08-15T01:16:00.000,wake,30,2023-08-15T01:46:30.000,wake,90,2023-08-15T01:56:30.000,wake,60,2023-08-15T03:04:00.000,wake,30,2023-08-15T03:17:30.000,wake,30,2023-08-15T03:24:30.000,wake,30,2023-08-15T04:18:00.000,wake,30,2023-08-15T04:21:30.000,wake,30,2023-08-15T04:25:30.000,wake,30,2023-08-15T04:31:00.000,wake,60,2023-08-15T04:35:00.000,wake,60,2023-08-15T05:32:00.000,wake,30,2023-08-15T06:17:30.000,wake,30,2023-08-15T06:38:30.000,wake,90,2023-08-15T06:43:30.000,wake,30,2023-08-15T06:48:30.000,wake,30,2023-08-15T07:00:00.000,wake,90,2023-08-15T07:07:30.000,wake,30,2023-08-15T07:15:30.000,wake,30,2023-08-15T07:43:30.000,wake,120,,,,,,,,,,,,,,,,,,,,,,,,,true,2023-08-15T05:22:00.000,rem,1110,2023-08-15T05:40:30.000,light,1740,2023-08-15T06:09:30.000,deep,480,2023-08-15T06:17:30.000,light,1440,2023-08-15T06:41:30.000,rem,1920,2023-08-15T07:13:30.000,light,2190,2023-08-15T07:50:00.000,wake,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42417251085,2023-08-14,2023-08-13T23:53:30.000,2023-08-14T08:06:30.000,29580000,0,425,68,0,493,92,stages,0,auto_detected,5,86,77,30,68,57,30,261,213,11,78,86,2023-08-13T23:53:30.000,wake,1860,2023-08-14T00:24:30.000,light,1740,2023-08-14T00:53:30.000,deep,330,2023-08-14T00:59:00.000,light,1350,2023-08-14T01:21:30.000,rem,300,2023-08-14T01:26:30.000,light,780,2023-08-14T01:39:30.000,deep,1110,2023-08-14T01:58:00.000,light,360,2023-08-14T02:04:00.000,deep,2220,2023-08-14T02:41:00.000,light,2220,2023-08-14T03:18:00.000,rem,360,2023-08-14T03:24:00.000,light,810,2023-08-14T03:37:30.000,deep,840,2023-08-14T03:51:30.000,light,2970,2023-08-14T04:41:00.000,rem,390,2023-08-14T04:47:30.000,wake,360,2023-08-14T00:28:00.000,wake,30,2023-08-14T01:12:30.000,wake,30,2023-08-14T01:21:00.000,wake,30,2023-08-14T01:26:30.000,wake,30,2023-08-14T02:39:00.000,wake,120,2023-08-14T02:57:00.000,wake,30,2023-08-14T03:01:30.000,wake,120,2023-08-14T03:09:00.000,wake,30,2023-08-14T03:15:00.000,wake,180,2023-08-14T03:26:30.000,wake,30,2023-08-14T04:30:00.000,wake,60,2023-08-14T04:33:00.000,wake,120,2023-08-14T05:00:30.000,wake,30,2023-08-14T05:14:00.000,wake,60,2023-08-14T06:14:00.000,wake,60,2023-08-14T06:23:30.000,wake,30,2023-08-14T06:36:00.000,wake,30,2023-08-14T06:38:30.000,wake,60,2023-08-14T06:51:30.000,wake,30,2023-08-14T07:03:00.000,wake,30,2023-08-14T07:15:00.000,wake,90,2023-08-14T07:19:00.000,wake,30,2023-08-14T07:21:30.000,wake,60,2023-08-14T07:44:30.000,wake,30,2023-08-14T07:53:30.000,wake,60,2023-08-14T07:56:00.000,wake,120,2023-08-14T08:04:00.000,wake,90,,,,true,2023-08-14T04:53:30.000,rem,1140,2023-08-14T05:12:30.000,light,2880,2023-08-14T06:00:30.000,deep,870,2023-08-14T06:15:00.000,light,30,2023-08-14T06:15:30.000,rem,450,2023-08-14T06:23:00.000,light,630,2023-08-14T06:33:30.000,rem,1020,2023-08-14T06:50:30.000,light,330,2023-08-14T06:56:00.000,rem,1230,2023-08-14T07:16:30.000,light,780,,,,,,,2023-08-14T07:29:30.000,wake,270,2023-08-14T07:34:00.000,light,1950,,,,,,,,,
42404825227,2023-08-13,2023-08-13T00:35:30.000,2023-08-13T07:39:30.000,25440000,0,345,79,0,424,96,stages,0,auto_detected,4,74,77,21,79,56,20,195,214,7,76,87,2023-08-13T00:35:30.000,wake,450,2023-08-13T00:43:00.000,light,2850,2023-08-13T01:30:30.000,deep,1290,2023-08-13T01:52:00.000,light,120,2023-08-13T01:54:00.000,rem,900,2023-08-13T02:09:00.000,light,4740,2023-08-13T03:28:00.000,deep,900,2023-08-13T03:43:00.000,light,150,2023-08-13T03:45:30.000,rem,2280,2023-08-13T04:23:30.000,light,1140,2023-08-13T04:42:30.000,deep,480,2023-08-13T04:50:30.000,light,480,2023-08-13T04:58:30.000,deep,1830,2023-08-13T05:29:00.000,wake,300,2023-08-13T05:34:00.000,light,60,2023-08-13T05:35:00.000,rem,780,2023-08-13T00:48:30.000,wake,30,2023-08-13T01:09:00.000,wake,30,2023-08-13T01:16:00.000,wake,30,2023-08-13T01:18:00.000,wake,30,2023-08-13T01:51:30.000,wake,30,2023-08-13T02:06:00.000,wake,30,2023-08-13T02:28:30.000,wake,90,2023-08-13T03:01:30.000,wake,30,2023-08-13T03:42:30.000,wake,30,2023-08-13T04:18:30.000,wake,30,2023-08-13T04:23:00.000,wake,30,2023-08-13T04:28:30.000,wake,60,2023-08-13T04:39:00.000,wake,30,2023-08-13T05:41:00.000,wake,30,2023-08-13T05:52:00.000,wake,30,2023-08-13T06:27:00.000,wake,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2023-08-13T05:48:00.000,light,1560,2023-08-13T06:14:00.000,wake,360,2023-08-13T06:20:00.000,light,720,2023-08-13T06:32:00.000,rem,720,2023-08-13T06:44:00.000,wake,1440,2023-08-13T07:08:00.000,light,240,2023-08-13T07:12:00.000,wake,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42394176513,2023-08-12,2023-08-12T00:22:30.000,2023-08-12T07:53:00.000,27000000,0,408,42,0,450,98,stages,0,auto_detected,2,112,75,23,42,57,19,185,215,10,111,85,2023-08-12T00:22:30.000,wake,480,2023-08-12T00:30:30.000,light,960,2023-08-12T00:46:30.000,deep,2580,2023-08-12T01:29:30.000,light,90,2023-08-12T01:31:00.000,rem,900,2023-08-12T01:46:00.000,light,510,2023-08-12T01:54:30.000,deep,4200,2023-08-12T03:04:30.000,light,150,2023-08-12T03:07:00.000,rem,1800,2023-08-12T03:37:00.000,light,4620,2023-08-12T04:54:00.000,rem,2520,2023-08-12T05:36:00.000,light,3840,2023-08-12T06:40:00.000,rem,720,2023-08-12T06:52:00.000,light,1560,2023-08-12T07:18:00.000,rem,1140,2023-08-12T07:37:00.000,wake,750,2023-08-12T00:33:00.000,wake,60,2023-08-12T01:45:30.000,wake,30,2023-08-12T03:04:00.000,wake,30,2023-08-12T03:07:00.000,wake,30,2023-08-12T03:18:30.000,wake,30,2023-08-12T03:24:00.000,wake,30,2023-08-12T03:34:00.000,wake,180,2023-08-12T03:39:00.000,wake,60,2023-08-12T03:49:00.000,wake,150,2023-08-12T04:07:00.000,wake,180,2023-08-12T04:12:00.000,wake,60,2023-08-12T04:32:30.000,wake,30,2023-08-12T04:51:00.000,wake,30,2023-08-12T04:57:30.000,wake,30,2023-08-12T05:18:00.000,wake,30,2023-08-12T05:38:00.000,wake,30,2023-08-12T06:23:30.000,wake,30,2023-08-12T06:37:30.000,wake,60,2023-08-12T06:52:00.000,wake,120,2023-08-12T07:16:00.000,wake,30,2023-08-12T07:29:30.000,wake,60,,,,,,,,,,,,,,,,,,,,,,true,2023-08-12T07:49:30.000,light,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42394176512,2023-08-11,2023-08-11T01:36:00.000,2023-08-11T08:47:00.000,25860000,0,369,62,0,431,97,stages,0,auto_detected,1,63,76,22,62,56,18,234,214,8,72,86,2023-08-11T01:36:00.000,wake,360,2023-08-11T01:42:00.000,light,3510,2023-08-11T02:40:30.000,rem,990,2023-08-11T02:57:00.000,light,720,2023-08-11T03:09:00.000,deep,3780,2023-08-11T04:12:00.000,rem,1920,2023-08-11T04:44:00.000,light,5130,2023-08-11T06:09:30.000,rem,1050,2023-08-11T06:27:00.000,light,60,2023-08-11T06:28:00.000,wake,720,2023-08-11T06:40:00.000,light,2940,2023-08-11T07:29:00.000,wake,240,2023-08-11T07:33:00.000,light,180,2023-08-11T07:36:00.000,rem,300,2023-08-11T07:41:00.000,wake,600,2023-08-11T07:51:00.000,light,480,2023-08-11T01:44:00.000,wake,150,2023-08-11T02:05:30.000,wake,30,2023-08-11T02:30:30.000,wake,30,2023-08-11T02:41:30.000,wake,30,2023-08-11T02:56:00.000,wake,60,2023-08-11T04:11:30.000,wake,30,2023-08-11T04:13:30.000,wake,30,2023-08-11T04:43:00.000,wake,60,2023-08-11T04:54:00.000,wake,30,2023-08-11T05:43:30.000,wake,30,2023-08-11T06:16:30.000,wake,30,2023-08-11T06:45:00.000,wake,90,2023-08-11T06:49:30.000,wake,30,2023-08-11T07:25:00.000,wake,120,2023-08-11T07:53:30.000,wake,120,2023-08-11T07:58:00.000,wake,60,2023-08-11T08:05:00.000,wake,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2023-08-11T07:59:00.000,rem,270,2023-08-11T08:03:30.000,light,1740,2023-08-11T08:32:30.000,wake,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42371253173,2023-08-10,2023-08-10T00:19:00.000,2023-08-10T08:07:00.000,28080000,0,403,65,0,468,95,stages,0,auto_detected,2,72,76,22,65,56,18,235,213,9,96,86,2023-08-10T00:19:00.000,wake,780,2023-08-10T00:32:00.000,light,1110,2023-08-10T00:50:30.000,deep,1230,2023-08-10T01:11:00.000,light,600,2023-08-10T01:21:00.000,rem,990,2023-08-10T01:37:30.000,light,2070,2023-08-10T02:12:00.000,deep,3120,2023-08-10T03:04:00.000,rem,1500,2023-08-10T03:29:00.000,light,1830,2023-08-10T03:59:30.000,wake,510,2023-08-10T04:08:00.000,light,2430,2023-08-10T04:48:30.000,rem,2130,2023-08-10T05:24:00.000,light,4440,2023-08-10T06:38:00.000,wake,240,2023-08-10T06:42:00.000,light,90,2023-08-10T06:43:30.000,rem,1500,2023-08-10T01:36:30.000,wake,60,2023-08-10T01:44:00.000,wake,30,2023-08-10T02:06:30.000,wake,30,2023-08-10T03:03:30.000,wake,30,2023-08-10T03:09:30.000,wake,30,2023-08-10T03:13:30.000,wake,60,2023-08-10T03:25:00.000,wake,30,2023-08-10T03:55:00.000,wake,30,2023-08-10T04:46:30.000,wake,30,2023-08-10T05:12:00.000,wake,30,2023-08-10T05:23:30.000,wake,30,2023-08-10T05:30:00.000,wake,60,2023-08-10T05:40:00.000,wake,30,2023-08-10T05:52:30.000,wake,60,2023-08-10T06:32:00.000,wake,60,2023-08-10T06:49:00.000,wake,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2023-08-10T07:08:30.000,light,960,2023-08-10T07:24:30.000,wake,510,2023-08-10T07:33:00.000,light,360,2023-08-10T07:39:00.000,wake,360,2023-08-10T07:45:00.000,light,540,2023-08-10T07:54:00.000,wake,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42361597904,2023-08-09,2023-08-08T23:44:30.000,2023-08-09T07:46:00.000,28860000,0,437,44,0,481,95,stages,0,auto_detected,3,95,75,30,44,57,22,242,211,14,100,85,2023-08-08T23:44:30.000,wake,30,2023-08-08T23:45:00.000,light,2370,2023-08-09T00:24:30.000,deep,1740,2023-08-09T00:53:30.000,light,1500,2023-08-09T01:18:30.000,deep,3240,2023-08-09T02:12:30.000,rem,1200,2023-08-09T02:32:30.000,light,1590,2023-08-09T02:59:00.000,wake,360,2023-08-09T03:05:00.000,light,1920,2023-08-09T03:37:00.000,rem,2130,2023-08-09T04:12:30.000,light,2550,2023-08-09T04:55:00.000,deep,900,2023-08-09T05:10:00.000,light,120,2023-08-09T05:12:00.000,rem,1560,2023-08-09T05:38:00.000,light,2790,2023-08-09T06:24:30.000,rem,1680,2023-08-08T23:44:30.000,wake,150,2023-08-08T23:52:30.000,wake,30,2023-08-09T00:13:30.000,wake,30,2023-08-09T00:52:30.000,wake,60,2023-08-09T00:59:00.000,wake,30,2023-08-09T01:03:00.000,wake,60,2023-08-09T01:06:30.000,wake,30,2023-08-09T02:11:00.000,wake,90,2023-08-09T02:17:30.000,wake,30,2023-08-09T02:25:30.000,wake,60,2023-08-09T02:29:00.000,wake,60,2023-08-09T02:33:00.000,wake,60,2023-08-09T03:32:30.000,wake,150,2023-08-09T04:03:00.000,wake,150,2023-08-09T04:11:00.000,wake,30,2023-08-09T04:36:00.000,wake,30,2023-08-09T05:09:30.000,wake,30,2023-08-09T05:12:30.000,wake,90,2023-08-09T05:31:00.000,wake,30,2023-08-09T05:42:00.000,wake,30,2023-08-09T05:52:00.000,wake,30,2023-08-09T06:15:00.000,wake,30,2023-08-09T06:23:00.000,wake,30,2023-08-09T06:33:30.000,wake,30,2023-08-09T06:43:30.000,wake,30,2023-08-09T06:50:30.000,wake,30,2023-08-09T06:56:30.000,wake,60,2023-08-09T07:27:30.000,wake,30,true,2023-08-09T06:52:30.000,light,2400,2023-08-09T07:32:30.000,wake,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42345729346,2023-08-08,2023-08-08T01:15:30.000,2023-08-08T09:00:30.000,27900000,0,369,96,0,465,89,stages,0,auto_detected,2,67,75,17,96,54,13,252,208,5,50,87,2023-08-08T01:15:30.000,wake,630,2023-08-08T01:26:00.000,light,930,2023-08-08T01:41:30.000,deep,3150,2023-08-08T02:34:00.000,light,3780,2023-08-08T03:37:00.000,deep,1050,2023-08-08T03:54:30.000,light,90,2023-08-08T03:56:00.000,rem,1380,2023-08-08T04:19:00.000,light,4950,2023-08-08T05:41:30.000,rem,1770,2023-08-08T06:11:00.000,light,3930,2023-08-08T07:16:30.000,wake,480,2023-08-08T07:24:30.000,light,180,2023-08-08T07:27:30.000,wake,270,2023-08-08T07:32:00.000,light,420,2023-08-08T07:39:00.000,wake,450,2023-08-08T07:46:30.000,light,1350,2023-08-08T02:31:30.000,wake,150,2023-08-08T02:50:00.000,wake,30,2023-08-08T03:17:30.000,wake,30,2023-08-08T03:53:30.000,wake,60,2023-08-08T04:00:30.000,wake,30,2023-08-08T04:03:30.000,wake,30,2023-08-08T04:19:00.000,wake,150,2023-08-08T05:58:00.000,wake,90,2023-08-08T06:11:00.000,wake,180,2023-08-08T07:12:00.000,wake,60,2023-08-08T07:36:00.000,wake,30,2023-08-08T08:01:00.000,wake,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2023-08-08T08:09:00.000,wake,3090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42333904780,2023-08-07,2023-08-07T00:14:30.000,2023-08-07T07:58:00.000,27780000,0,408,55,0,463,94,stages,0,auto_detected,3,83,75,26,55,54,18,254,204,10,71,89,2023-08-07T00:14:30.000,wake,30,2023-08-07T00:15:00.000,light,1050,2023-08-07T00:32:30.000,deep,3180,2023-08-07T01:25:30.000,light,4020,2023-08-07T02:32:30.000,deep,840,2023-08-07T02:46:30.000,light,90,2023-08-07T02:48:00.000,rem,1440,2023-08-07T03:12:00.000,light,2730,2023-08-07T03:57:30.000,wake,210,2023-08-07T04:01:00.000,light,2820,2023-08-07T04:48:00.000,rem,1410,2023-08-07T05:11:30.000,wake,720,2023-08-07T05:23:30.000,light,2400,2023-08-07T06:03:30.000,deep,1080,2023-08-07T06:21:30.000,light,180,2023-08-07T06:24:30.000,rem,1710,2023-08-07T00:14:30.000,wake,180,2023-08-07T00:19:30.000,wake,60,2023-08-07T01:24:30.000,wake,60,2023-08-07T01:49:00.000,wake,30,2023-08-07T02:10:30.000,wake,30,2023-08-07T02:46:00.000,wake,30,2023-08-07T02:52:30.000,wake,30,2023-08-07T02:56:00.000,wake,30,2023-08-07T03:11:00.000,wake,60,2023-08-07T03:15:00.000,wake,60,2023-08-07T03:36:30.000,wake,180,2023-08-07T04:52:30.000,wake,30,2023-08-07T06:21:00.000,wake,30,2023-08-07T06:34:00.000,wake,30,2023-08-07T06:37:30.000,wake,30,2023-08-07T06:44:30.000,wake,60,2023-08-07T06:51:00.000,wake,30,2023-08-07T07:06:00.000,wake,30,2023-08-07T07:24:00.000,wake,90,2023-08-07T07:28:00.000,wake,30,2023-08-07T07:39:30.000,wake,30,,,,,,,,,,,,,,,,,,,,,,true,2023-08-07T06:53:00.000,wake,450,2023-08-07T07:00:30.000,light,810,2023-08-07T07:14:00.000,wake,210,2023-08-07T07:17:30.000,light,1860,2023-08-07T07:48:30.000,wake,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42323291310,2023-08-06,2023-08-06T00:51:00.000,2023-08-06T08:35:30.000,27840000,0,389,75,0,464,96,stages,0,auto_detected,3,92,73,19,75,52,16,218,203,8,79,89,2023-08-06T00:51:00.000,wake,660,2023-08-06T01:02:00.000,light,1110,2023-08-06T01:20:30.000,deep,2610,2023-08-06T02:04:00.000,rem,1020,2023-08-06T02:21:00.000,light,330,2023-08-06T02:26:30.000,deep,1290,2023-08-06T02:48:00.000,light,1740,2023-08-06T03:17:00.000,deep,1770,2023-08-06T03:46:30.000,light,30,2023-08-06T03:47:00.000,rem,1650,2023-08-06T04:14:30.000,light,4620,2023-08-06T05:31:30.000,wake,870,2023-08-06T05:46:00.000,light,180,2023-08-06T05:49:00.000,rem,1920,2023-08-06T06:21:00.000,light,2640,2023-08-06T07:05:00.000,wake,1050,2023-08-06T01:06:30.000,wake,30,2023-08-06T02:48:00.000,wake,30,2023-08-06T03:44:30.000,wake,120,2023-08-06T03:57:30.000,wake,120,2023-08-06T04:07:00.000,wake,30,2023-08-06T05:07:30.000,wake,30,2023-08-06T05:20:00.000,wake,60,2023-08-06T05:24:00.000,wake,30,2023-08-06T05:49:00.000,wake,60,2023-08-06T05:54:00.000,wake,30,2023-08-06T06:17:00.000,wake,30,2023-08-06T06:21:30.000,wake,30,2023-08-06T07:39:00.000,wake,120,2023-08-06T07:52:30.000,wake,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2023-08-06T07:22:30.000,light,180,2023-08-06T07:25:30.000,wake,690,2023-08-06T07:37:00.000,light,2610,2023-08-06T08:20:30.000,rem,420,2023-08-06T08:27:30.000,wake,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42311325267,2023-08-05,2023-08-05T02:08:30.000,2023-08-05T09:31:30.000,26580000,0,370,73,0,443,94,stages,0,auto_detected,6,49,75,21,73,49,20,248,198,11,73,91,2023-08-05T02:08:30.000,wake,510,2023-08-05T02:17:00.000,light,6240,2023-08-05T04:01:00.000,deep,330,2023-08-05T04:06:30.000,light,1110,2023-08-05T04:25:00.000,deep,1080,2023-08-05T04:43:00.000,light,150,2023-08-05T04:45:30.000,rem,1830,2023-08-05T05:16:00.000,light,1530,2023-08-05T05:41:30.000,deep,390,2023-08-05T05:48:00.000,light,600,2023-08-05T05:58:00.000,deep,300,2023-08-05T06:03:00.000,light,930,2023-08-05T06:18:30.000,deep,630,2023-08-05T06:29:00.000,light,90,2023-08-05T06:30:30.000,rem,330,2023-08-05T06:36:00.000,wake,300,2023-08-05T02:19:00.000,wake,30,2023-08-05T02:38:00.000,wake,30,2023-08-05T03:16:30.000,wake,30,2023-08-05T03:26:30.000,wake,30,2023-08-05T05:03:00.000,wake,30,2023-08-05T05:14:30.000,wake,30,2023-08-05T06:27:00.000,wake,120,2023-08-05T06:53:30.000,wake,30,2023-08-05T06:58:00.000,wake,60,2023-08-05T07:05:00.000,wake,30,2023-08-05T07:08:00.000,wake,30,2023-08-05T07:15:00.000,wake,30,2023-08-05T08:14:30.000,wake,90,2023-08-05T08:56:30.000,wake,150,2023-08-05T09:01:00.000,wake,90,2023-08-05T09:06:30.000,wake,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2023-08-05T06:41:00.000,light,210,2023-08-05T06:44:30.000,rem,2070,2023-08-05T07:19:00.000,light,2730,2023-08-05T08:04:30.000,deep,300,2023-08-05T08:09:30.000,light,540,2023-08-05T08:18:30.000,rem,390,2023-08-05T08:25:00.000,wake,1380,2023-08-05T08:48:00.000,light,150,2023-08-05T08:50:30.000,wake,270,2023-08-05T08:55:00.000,light,1080,,,,,,,2023-08-05T09:13:00.000,wake,1110,,,,,,,,,,,,
42311325266,2023-08-04,2023-08-04T01:34:00.000,2023-08-04T07:39:30.000,21900000,0,322,43,0,365,96,stages,0,auto_detected,3,55,78,20,43,50,13,172,201,11,95,91,2023-08-04T01:34:00.000,wake,840,2023-08-04T01:48:00.000,light,780,2023-08-04T02:01:00.000,deep,870,2023-08-04T02:15:30.000,light,1530,2023-08-04T02:41:00.000,wake,240,2023-08-04T02:45:00.000,rem,1320,2023-08-04T03:07:00.000,light,540,2023-08-04T03:16:00.000,deep,300,2023-08-04T03:21:00.000,light,270,2023-08-04T03:25:30.000,deep,2250,2023-08-04T04:03:00.000,light,300,2023-08-04T04:08:00.000,rem,2670,2023-08-04T04:52:30.000,light,4290,2023-08-04T06:04:00.000,rem,1800,2023-08-04T06:34:00.000,light,2640,2023-08-04T07:18:00.000,rem,270,2023-08-04T02:15:30.000,wake,30,2023-08-04T03:05:00.000,wake,30,2023-08-04T03:20:30.000,wake,30,2023-08-04T04:02:00.000,wake,60,2023-08-04T04:08:00.000,wake,60,2023-08-04T04:20:00.000,wake,60,2023-08-04T04:27:00.000,wake,30,2023-08-04T04:34:30.000,wake,30,2023-08-04T04:39:00.000,wake,90,2023-08-04T05:13:30.000,wake,30,2023-08-04T05:18:00.000,wake,30,2023-08-04T06:01:30.000,wake,30,2023-08-04T06:19:30.000,wake,30,2023-08-04T06:24:00.000,wake,30,2023-08-04T06:38:30.000,wake,60,2023-08-04T07:14:30.000,wake,30,2023-08-04T07:39:00.000,wake,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2023-08-04T07:22:30.000,wake,810,2023-08-04T07:36:00.000,light,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
