logId,dateOfSleep,startTime,endTime,duration,minutesToFallAsleep,minutesAsleep,minutesAwake,minutesAfterWakeup,timeInBed,efficiency,type,infoCode,logType,levels/summary/deep/count,levels/summary/deep/minutes,levels/summary/deep/thirtyDayAvgMinutes,levels/summary/wake/count,levels/summary/wake/minutes,levels/summary/wake/thirtyDayAvgMinutes,levels/summary/light/count,levels/summary/light/minutes,levels/summary/light/thirtyDayAvgMinutes,levels/summary/rem/count,levels/summary/rem/minutes,levels/summary/rem/thirtyDayAvgMinutes,levels/data/0/dateTime,levels/data/0/level,levels/data/0/seconds,levels/data/1/dateTime,levels/data/1/level,levels/data/1/seconds,levels/data/2/dateTime,levels/data/2/level,levels/data/2/seconds,levels/data/3/dateTime,levels/data/3/level,levels/data/3/seconds,levels/data/4/dateTime,levels/data/4/level,levels/data/4/seconds,levels/data/5/dateTime,levels/data/5/level,levels/data/5/seconds,levels/data/6/dateTime,levels/data/6/level,levels/data/6/seconds,levels/data/7/dateTime,levels/data/7/level,levels/data/7/seconds,levels/data/8/dateTime,levels/data/8/level,levels/data/8/seconds,levels/data/9/dateTime,levels/data/9/level,levels/data/9/seconds,levels/data/10/dateTime,levels/data/10/level,levels/data/10/seconds,levels/data/11/dateTime,levels/data/11/level,levels/data/11/seconds,levels/data/12/dateTime,levels/data/12/level,levels/data/12/seconds,levels/data/13/dateTime,levels/data/13/level,levels/data/13/seconds,levels/data/14/dateTime,levels/data/14/level,levels/data/14/seconds,levels/data/15/dateTime,levels/data/15/level,levels/data/15/seconds,levels/data/16/dateTime,levels/data/16/level,levels/data/16/seconds,levels/data/17/dateTime,levels/data/17/level,levels/data/17/seconds,levels/data/18/dateTime,levels/data/18/level,levels/data/18/seconds,levels/data/19/dateTime,levels/data/19/level,levels/data/19/seconds,levels/data/20/dateTime,levels/data/20/level,levels/data/20/seconds,levels/data/21/dateTime,levels/data/21/level,levels/data/21/seconds,levels/shortData/0/dateTime,levels/shortData/0/level,levels/shortData/0/seconds,levels/shortData/1/dateTime,levels/shortData/1/level,levels/shortData/1/seconds,levels/shortData/2/dateTime,levels/shortData/2/level,levels/shortData/2/seconds,levels/shortData/3/dateTime,levels/shortData/3/level,levels/shortData/3/seconds,levels/shortData/4/dateTime,levels/shortData/4/level,levels/shortData/4/seconds,levels/shortData/5/dateTime,levels/shortData/5/level,levels/shortData/5/seconds,levels/shortData/6/dateTime,levels/shortData/6/level,levels/shortData/6/seconds,levels/shortData/7/dateTime,levels/shortData/7/level,levels/shortData/7/seconds,levels/shortData/8/dateTime,levels/shortData/8/level,levels/shortData/8/seconds,levels/shortData/9/dateTime,levels/shortData/9/level,levels/shortData/9/seconds,levels/shortData/10/dateTime,levels/shortData/10/level,levels/shortData/10/seconds,levels/shortData/11/dateTime,levels/shortData/11/level,levels/shortData/11/seconds,levels/shortData/12/dateTime,levels/shortData/12/level,levels/shortData/12/seconds,levels/shortData/13/dateTime,levels/shortData/13/level,levels/shortData/13/seconds,levels/shortData/14/dateTime,levels/shortData/14/level,levels/shortData/14/seconds,levels/shortData/15/dateTime,levels/shortData/15/level,levels/shortData/15/seconds,levels/shortData/16/dateTime,levels/shortData/16/level,levels/shortData/16/seconds,levels/shortData/17/dateTime,levels/shortData/17/level,levels/shortData/17/seconds,levels/shortData/18/dateTime,levels/shortData/18/level,levels/shortData/18/seconds,levels/shortData/19/dateTime,levels/shortData/19/level,levels/shortData/19/seconds,levels/shortData/20/dateTime,levels/shortData/20/level,levels/shortData/20/seconds,levels/shortData/21/dateTime,levels/shortData/21/level,levels/shortData/21/seconds,levels/shortData/22/dateTime,levels/shortData/22/level,levels/shortData/22/seconds,levels/shortData/23/dateTime,levels/shortData/23/level,levels/shortData/23/seconds,mainSleep,levels/data/22/dateTime,levels/data/22/level,levels/data/22/seconds,levels/data/23/dateTime,levels/data/23/level,levels/data/23/seconds,levels/data/24/dateTime,levels/data/24/level,levels/data/24/seconds,levels/shortData/24/dateTime,levels/shortData/24/level,levels/shortData/24/seconds,levels/shortData/25/dateTime,levels/shortData/25/level,levels/shortData/25/seconds,levels/shortData/26/dateTime,levels/shortData/26/level,levels/shortData/26/seconds,levels/shortData/27/dateTime,levels/shortData/27/level,levels/shortData/27/seconds,levels/shortData/28/dateTime,levels/shortData/28/level,levels/shortData/28/seconds,levels/shortData/29/dateTime,levels/shortData/29/level,levels/shortData/29/seconds,levels/shortData/30/dateTime,levels/shortData/30/level,levels/shortData/30/seconds,levels/shortData/31/dateTime,levels/shortData/31/level,levels/shortData/31/seconds,levels/shortData/32/dateTime,levels/shortData/32/level,levels/shortData/32/seconds,levels/shortData/33/dateTime,levels/shortData/33/level,levels/shortData/33/seconds,levels/shortData/34/dateTime,levels/shortData/34/level,levels/shortData/34/seconds,levels/shortData/35/dateTime,levels/shortData/35/level,levels/shortData/35/seconds,levels/summary/restless/count,levels/summary/restless/minutes,levels/summary/awake/count,levels/summary/awake/minutes,levels/summary/asleep/count,levels/summary/asleep/minutes,levels/data/25/dateTime,levels/data/25/level,levels/data/25/seconds,levels/data/26/dateTime,levels/data/26/level,levels/data/26/seconds,levels/data/27/dateTime,levels/data/27/level,levels/data/27/seconds,levels/data/28/dateTime,levels/data/28/level,levels/data/28/seconds
43464144542,2023-11-13,2023-11-12T23:35:30.000,2023-11-13T07:16:30.000,27660000,0,413,48,0,461,96,stages,0,auto_detected,2,77,72,21,48,57,16,213,205,11,123,92,2023-11-12T23:35:30.000,wake,390,2023-11-12T23:42:00.000,light,1620,2023-11-13T00:09:00.000,deep,900,2023-11-13T00:24:00.000,wake,300,2023-11-13T00:29:00.000,light,1500,2023-11-13T00:54:00.000,rem,750,2023-11-13T01:06:30.000,light,2580,2023-11-13T01:49:30.000,wake,390,2023-11-13T01:56:00.000,light,240,2023-11-13T02:00:00.000,rem,2400,2023-11-13T02:40:00.000,light,570,2023-11-13T02:49:30.000,deep,3870,2023-11-13T03:54:00.000,light,180,2023-11-13T03:57:00.000,rem,1590,2023-11-13T04:23:30.000,light,4260,2023-11-13T05:34:30.000,rem,2070,2023-11-13T06:09:00.000,light,1560,2023-11-13T06:35:00.000,wake,690,2023-11-13T06:46:30.000,light,390,2023-11-13T06:53:00.000,wake,360,2023-11-13T06:59:00.000,light,150,2023-11-13T07:01:30.000,rem,900,2023-11-13T01:01:00.000,wake,30,2023-11-13T01:06:30.000,wake,60,2023-11-13T01:33:00.000,wake,30,2023-11-13T02:21:30.000,wake,30,2023-11-13T02:36:30.000,wake,30,2023-11-13T03:51:30.000,wake,150,2023-11-13T04:06:30.000,wake,30,2023-11-13T04:42:30.000,wake,60,2023-11-13T05:25:00.000,wake,30,2023-11-13T05:57:00.000,wake,30,2023-11-13T06:01:30.000,wake,60,2023-11-13T06:08:30.000,wake,30,2023-11-13T06:11:00.000,wake,30,2023-11-13T06:13:30.000,wake,30,2023-11-13T06:49:00.000,wake,60,2023-11-13T07:15:00.000,wake,90,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43456882493,2023-11-12,2023-11-12T16:36:30.000,2023-11-12T17:44:00.000,4020000,0,57,10,0,67,85,classic,2,auto_detected,,,,,,,,,,,,,2023-11-12T16:36:30.000,asleep,720,2023-11-12T16:48:30.000,restless,120,2023-11-12T16:50:30.000,asleep,660,2023-11-12T17:01:30.000,restless,120,2023-11-12T17:03:30.000,asleep,120,2023-11-12T17:05:30.000,restless,240,2023-11-12T17:09:30.000,asleep,300,2023-11-12T17:14:30.000,restless,60,2023-11-12T17:15:30.000,asleep,180,2023-11-12T17:18:30.000,restless,60,2023-11-12T17:19:30.000,asleep,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,0,0,0,57,,,,,,,,,,,,
43453163400,2023-11-12,2023-11-11T23:50:30.000,2023-11-12T08:20:00.000,30540000,0,434,75,1,509,93,stages,0,auto_detected,3,109,69,31,75,55,24,213,204,16,112,90,2023-11-11T23:50:30.000,wake,390,2023-11-11T23:57:00.000,light,510,2023-11-12T00:05:30.000,deep,4170,2023-11-12T01:15:00.000,light,180,2023-11-12T01:18:00.000,wake,360,2023-11-12T01:24:00.000,light,1950,2023-11-12T01:56:30.000,deep,270,2023-11-12T02:01:00.000,light,1170,2023-11-12T02:20:30.000,rem,450,2023-11-12T02:28:00.000,light,270,2023-11-12T02:32:30.000,deep,2190,2023-11-12T03:09:00.000,light,30,2023-11-12T03:09:30.000,rem,2310,2023-11-12T03:48:00.000,light,930,2023-11-12T04:03:30.000,rem,450,2023-11-12T04:11:00.000,light,2310,2023-11-12T04:49:30.000,rem,1020,2023-11-12T05:06:30.000,light,780,2023-11-12T05:19:30.000,rem,270,2023-11-12T05:24:00.000,light,3180,2023-11-12T06:17:00.000,rem,2700,2023-11-12T07:02:00.000,light,1260,2023-11-12T01:14:30.000,wake,30,2023-11-12T02:01:00.000,wake,60,2023-11-12T03:08:30.000,wake,30,2023-11-12T03:19:00.000,wake,30,2023-11-12T03:41:30.000,wake,30,2023-11-12T04:46:00.000,wake,30,2023-11-12T05:04:00.000,wake,30,2023-11-12T05:06:00.000,wake,30,2023-11-12T05:28:00.000,wake,90,2023-11-12T05:56:30.000,wake,30,2023-11-12T06:05:00.000,wake,60,2023-11-12T06:16:00.000,wake,30,2023-11-12T06:22:30.000,wake,30,2023-11-12T06:26:00.000,wake,30,2023-11-12T06:35:00.000,wake,30,2023-11-12T06:38:30.000,wake,30,2023-11-12T06:43:00.000,wake,30,2023-11-12T06:48:00.000,wake,30,2023-11-12T06:50:00.000,wake,30,2023-11-12T06:59:30.000,wake,150,2023-11-12T07:05:00.000,wake,30,2023-11-12T07:09:00.000,wake,90,2023-11-12T07:13:00.000,wake,60,2023-11-12T07:19:00.000,wake,60,true,2023-11-12T07:23:00.000,wake,390,2023-11-12T07:29:30.000,light,210,2023-11-12T07:33:00.000,wake,420,2023-11-12T07:42:00.000,wake,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-12T07:40:00.000,light,300,2023-11-12T07:45:00.000,wake,420,2023-11-12T07:52:00.000,light,300,2023-11-12T07:57:00.000,wake,1380
43443892386,2023-11-11,2023-11-11T03:18:30.000,2023-11-11T09:48:30.000,23400000,0,320,70,0,390,96,stages,0,auto_detected,2,73,69,17,70,54,16,175,207,7,72,92,2023-11-11T03:18:30.000,wake,30,2023-11-11T03:19:00.000,light,1590,2023-11-11T03:45:30.000,deep,1710,2023-11-11T04:14:00.000,light,420,2023-11-11T04:21:00.000,rem,1260,2023-11-11T04:42:00.000,light,870,2023-11-11T04:56:30.000,deep,2760,2023-11-11T05:42:30.000,light,120,2023-11-11T05:44:30.000,rem,2040,2023-11-11T06:18:30.000,light,3300,2023-11-11T07:13:30.000,rem,420,2023-11-11T07:20:30.000,wake,600,2023-11-11T07:30:30.000,rem,270,2023-11-11T07:35:00.000,wake,540,2023-11-11T07:44:00.000,light,3780,2023-11-11T08:47:00.000,wake,840,2023-11-11T09:01:00.000,light,270,2023-11-11T09:05:30.000,rem,570,2023-11-11T09:15:00.000,light,180,2023-11-11T09:18:00.000,wake,720,2023-11-11T09:30:00.000,light,480,2023-11-11T09:38:00.000,wake,630,2023-11-11T03:18:30.000,wake,150,2023-11-11T03:24:00.000,wake,30,2023-11-11T04:12:30.000,wake,90,2023-11-11T04:33:30.000,wake,150,2023-11-11T05:55:30.000,wake,30,2023-11-11T06:21:30.000,wake,30,2023-11-11T06:35:00.000,wake,60,2023-11-11T07:10:30.000,wake,30,2023-11-11T07:50:00.000,wake,60,2023-11-11T08:12:00.000,wake,60,2023-11-11T09:03:30.000,wake,90,2023-11-11T09:13:30.000,wake,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43431448858,2023-11-05,2023-11-04T17:33:00.000,2023-11-05T02:02:30.000,30540000,0,432,77,0,509,98,stages,0,auto_detected,5,94,67,26,77,52,20,238,204,12,100,91,2023-11-04T17:33:00.000,wake,30,2023-11-04T17:33:30.000,light,1470,2023-11-04T17:58:00.000,deep,960,2023-11-04T18:14:00.000,light,1020,2023-11-04T18:31:00.000,wake,510,2023-11-04T18:39:30.000,light,390,2023-11-04T18:46:00.000,deep,2940,2023-11-04T19:35:00.000,light,1830,2023-11-04T20:05:30.000,deep,270,2023-11-04T20:10:00.000,light,450,2023-11-04T20:17:30.000,rem,1950,2023-11-04T20:50:00.000,light,4350,2023-11-04T22:02:30.000,rem,3270,2023-11-04T22:57:00.000,light,900,2023-11-04T23:12:00.000,deep,300,2023-11-04T23:17:00.000,light,540,2023-11-04T23:26:00.000,deep,1350,2023-11-04T23:48:30.000,light,300,2023-11-04T23:53:30.000,rem,1140,2023-11-05T00:12:30.000,light,2130,2023-11-05T00:48:00.000,wake,600,2023-11-05T00:58:00.000,light,1740,2023-11-04T17:33:00.000,wake,150,2023-11-04T17:38:00.000,wake,150,2023-11-04T18:13:30.000,wake,30,2023-11-04T18:17:00.000,wake,60,2023-11-04T18:25:00.000,wake,30,2023-11-04T19:33:00.000,wake,120,2023-11-04T19:37:00.000,wake,120,2023-11-04T20:25:30.000,wake,30,2023-11-04T20:41:30.000,wake,30,2023-11-04T20:56:00.000,wake,30,2023-11-04T21:01:00.000,wake,60,2023-11-04T21:19:00.000,wake,120,2023-11-04T22:00:30.000,wake,120,2023-11-04T22:07:30.000,wake,30,2023-11-04T22:21:30.000,wake,30,2023-11-04T22:36:30.000,wake,30,2023-11-04T22:45:30.000,wake,30,2023-11-04T22:56:00.000,wake,60,2023-11-04T23:47:30.000,wake,60,2023-11-05T00:00:30.000,wake,30,2023-11-05T00:03:30.000,wake,30,2023-11-05T00:10:30.000,wake,30,2023-11-05T01:02:00.000,wake,90,,,,true,2023-11-05T01:27:00.000,wake,2040,2023-11-05T02:01:00.000,light,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43361144202,2023-11-04,2023-11-04T01:37:00.000,2023-11-04T09:02:30.000,26700000,0,389,56,0,445,96,stages,0,auto_detected,4,82,66,24,56,52,17,213,203,12,94,91,2023-11-04T01:37:00.000,wake,300,2023-11-04T01:42:00.000,light,2070,2023-11-04T02:16:30.000,deep,1170,2023-11-04T02:36:00.000,light,1740,2023-11-04T03:05:00.000,deep,1200,2023-11-04T03:25:00.000,light,900,2023-11-04T03:40:00.000,deep,2280,2023-11-04T04:18:00.000,rem,1770,2023-11-04T04:47:30.000,light,1620,2023-11-04T05:14:30.000,deep,360,2023-11-04T05:20:30.000,light,1770,2023-11-04T05:50:00.000,rem,1260,2023-11-04T06:11:00.000,wake,720,2023-11-04T06:23:00.000,light,2580,2023-11-04T07:06:00.000,wake,540,2023-11-04T07:15:00.000,rem,1710,2023-11-04T07:43:30.000,light,2430,2023-11-04T08:24:00.000,wake,300,2023-11-04T08:29:00.000,light,120,2023-11-04T08:31:00.000,wake,720,2023-11-04T08:43:00.000,rem,1170,,,,2023-11-04T01:47:30.000,wake,30,2023-11-04T02:35:00.000,wake,60,2023-11-04T02:39:00.000,wake,30,2023-11-04T03:24:30.000,wake,30,2023-11-04T03:29:30.000,wake,30,2023-11-04T04:24:30.000,wake,30,2023-11-04T04:35:00.000,wake,30,2023-11-04T04:42:00.000,wake,30,2023-11-04T04:45:00.000,wake,30,2023-11-04T05:21:30.000,wake,30,2023-11-04T05:49:00.000,wake,30,2023-11-04T05:59:30.000,wake,30,2023-11-04T06:05:00.000,wake,30,2023-11-04T06:41:00.000,wake,90,2023-11-04T06:45:00.000,wake,60,2023-11-04T07:25:30.000,wake,30,2023-11-04T07:51:00.000,wake,120,2023-11-04T08:02:00.000,wake,30,2023-11-04T08:51:00.000,wake,30,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43349629770,2023-11-03,2023-11-03T00:52:00.000,2023-11-03T06:40:30.000,20880000,0,310,38,0,348,97,stages,0,auto_detected,4,70,65,21,38,53,18,176,206,7,64,94,2023-11-03T00:52:00.000,wake,30,2023-11-03T00:52:30.000,light,3570,2023-11-03T01:52:00.000,deep,330,2023-11-03T01:57:30.000,light,270,2023-11-03T02:02:00.000,rem,900,2023-11-03T02:17:00.000,light,1440,2023-11-03T02:41:00.000,deep,1470,2023-11-03T03:05:30.000,light,360,2023-11-03T03:11:30.000,deep,1890,2023-11-03T03:43:00.000,rem,1590,2023-11-03T04:09:30.000,light,2700,2023-11-03T04:54:30.000,deep,630,2023-11-03T05:05:00.000,light,90,2023-11-03T05:06:30.000,rem,1650,2023-11-03T05:34:00.000,light,3150,2023-11-03T06:26:30.000,wake,840,,,,,,,,,,,,,,,,,,,2023-11-03T01:04:00.000,wake,90,2023-11-03T01:07:00.000,wake,120,2023-11-03T01:11:00.000,wake,60,2023-11-03T01:14:30.000,wake,120,2023-11-03T01:18:30.000,wake,120,2023-11-03T01:24:00.000,wake,60,2023-11-03T01:59:30.000,wake,30,2023-11-03T02:11:00.000,wake,30,2023-11-03T02:17:00.000,wake,60,2023-11-03T03:05:00.000,wake,30,2023-11-03T04:02:30.000,wake,30,2023-11-03T04:17:00.000,wake,30,2023-11-03T05:03:30.000,wake,90,2023-11-03T05:06:30.000,wake,150,2023-11-03T05:16:00.000,wake,60,2023-11-03T05:25:30.000,wake,30,2023-11-03T05:37:30.000,wake,30,2023-11-03T05:59:30.000,wake,60,2023-11-03T06:18:30.000,wake,60,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43339714170,2023-11-02,2023-11-02T00:27:00.000,2023-11-02T07:18:30.000,24660000,0,362,49,0,411,93,stages,0,auto_detected,5,46,67,21,49,54,18,226,204,10,90,94,2023-11-02T00:27:00.000,wake,450,2023-11-02T00:34:30.000,light,780,2023-11-02T00:47:30.000,deep,1020,2023-11-02T01:04:30.000,light,2190,2023-11-02T01:41:00.000,rem,720,2023-11-02T01:53:00.000,light,1050,2023-11-02T02:10:30.000,deep,570,2023-11-02T02:20:00.000,light,2760,2023-11-02T03:06:00.000,deep,480,2023-11-02T03:14:00.000,light,360,2023-11-02T03:20:00.000,rem,1320,2023-11-02T03:42:00.000,light,2310,2023-11-02T04:20:30.000,deep,300,2023-11-02T04:25:30.000,light,990,2023-11-02T04:42:00.000,rem,2640,2023-11-02T05:26:00.000,light,1620,2023-11-02T05:53:00.000,deep,600,2023-11-02T06:03:00.000,light,60,2023-11-02T06:04:00.000,rem,900,2023-11-02T06:19:00.000,wake,540,2023-11-02T06:28:00.000,light,1860,2023-11-02T06:59:00.000,wake,1170,2023-11-02T01:04:00.000,wake,30,2023-11-02T01:06:30.000,wake,60,2023-11-02T01:24:30.000,wake,60,2023-11-02T01:45:30.000,wake,30,2023-11-02T01:53:00.000,wake,60,2023-11-02T02:27:00.000,wake,30,2023-11-02T02:46:30.000,wake,60,2023-11-02T03:17:30.000,wake,30,2023-11-02T03:32:00.000,wake,30,2023-11-02T03:55:30.000,wake,30,2023-11-02T04:25:30.000,wake,30,2023-11-02T04:45:00.000,wake,30,2023-11-02T04:59:00.000,wake,30,2023-11-02T05:09:30.000,wake,30,2023-11-02T06:00:30.000,wake,150,2023-11-02T06:06:00.000,wake,30,2023-11-02T06:36:30.000,wake,60,2023-11-02T06:54:30.000,wake,30,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43327405338,2023-11-01,2023-11-01T00:15:30.000,2023-11-01T07:29:30.000,26040000,0,385,49,0,434,97,stages,0,auto_detected,4,55,69,28,49,55,17,234,200,16,96,94,2023-11-01T00:15:30.000,wake,270,2023-11-01T00:20:00.000,light,2610,2023-11-01T01:03:30.000,deep,750,2023-11-01T01:16:00.000,light,60,2023-11-01T01:17:00.000,rem,780,2023-11-01T01:30:00.000,light,1500,2023-11-01T01:55:00.000,deep,450,2023-11-01T02:02:30.000,light,2550,2023-11-01T02:45:00.000,rem,2160,2023-11-01T03:21:00.000,light,3570,2023-11-01T04:20:30.000,deep,2190,2023-11-01T04:57:00.000,light,60,2023-11-01T04:58:00.000,rem,1050,2023-11-01T05:15:30.000,light,3600,2023-11-01T06:15:30.000,rem,2160,2023-11-01T06:51:30.000,wake,240,2023-11-01T06:55:30.000,light,840,2023-11-01T07:09:30.000,wake,1170,2023-11-01T07:29:00.000,deep,30,,,,,,,,,,2023-11-01T00:22:30.000,wake,120,2023-11-01T00:42:00.000,wake,30,2023-11-01T01:30:00.000,wake,30,2023-11-01T02:02:30.000,wake,90,2023-11-01T02:28:30.000,wake,30,2023-11-01T02:44:00.000,wake,30,2023-11-01T02:52:30.000,wake,30,2023-11-01T02:58:30.000,wake,30,2023-11-01T03:07:30.000,wake,30,2023-11-01T03:10:30.000,wake,30,2023-11-01T03:23:30.000,wake,30,2023-11-01T03:51:30.000,wake,60,2023-11-01T04:54:30.000,wake,150,2023-11-01T05:01:00.000,wake,30,2023-11-01T05:06:00.000,wake,30,2023-11-01T05:16:00.000,wake,60,2023-11-01T06:05:00.000,wake,30,2023-11-01T06:07:00.000,wake,90,2023-11-01T06:13:00.000,wake,150,2023-11-01T06:21:00.000,wake,30,2023-11-01T06:28:00.000,wake,60,2023-11-01T06:34:00.000,wake,30,2023-11-01T06:42:00.000,wake,30,2023-11-01T06:44:00.000,wake,30,true,,,,,,,,,,2023-11-01T06:48:30.000,wake,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43313888488,2023-10-31,2023-10-31T01:13:00.000,2023-10-31T07:38:30.000,23100000,0,350,35,1,385,95,stages,0,auto_detected,4,61,70,24,35,57,19,208,199,9,81,95,2023-10-31T01:13:00.000,wake,420,2023-10-31T01:20:00.000,light,1110,2023-10-31T01:38:30.000,deep,360,2023-10-31T01:44:30.000,light,990,2023-10-31T02:01:00.000,deep,1020,2023-10-31T02:18:00.000,light,2370,2023-10-31T02:57:30.000,deep,840,2023-10-31T03:11:30.000,light,1410,2023-10-31T03:35:00.000,deep,1500,2023-10-31T04:00:00.000,light,30,2023-10-31T04:00:30.000,rem,2730,2023-10-31T04:46:00.000,light,4590,2023-10-31T06:02:30.000,rem,2610,2023-10-31T06:46:00.000,light,2580,2023-10-31T07:29:00.000,wake,570,,,,,,,,,,,,,,,,,,,,,,2023-10-31T01:45:30.000,wake,30,2023-10-31T01:52:30.000,wake,60,2023-10-31T02:23:30.000,wake,180,2023-10-31T02:39:00.000,wake,30,2023-10-31T03:10:30.000,wake,60,2023-10-31T03:20:00.000,wake,30,2023-10-31T04:00:30.000,wake,60,2023-10-31T04:15:00.000,wake,60,2023-10-31T04:20:00.000,wake,30,2023-10-31T04:40:00.000,wake,60,2023-10-31T04:45:00.000,wake,60,2023-10-31T04:49:00.000,wake,60,2023-10-31T05:17:30.000,wake,30,2023-10-31T05:23:00.000,wake,30,2023-10-31T05:34:00.000,wake,30,2023-10-31T05:42:30.000,wake,30,2023-10-31T06:00:00.000,wake,30,2023-10-31T06:12:00.000,wake,30,2023-10-31T06:15:30.000,wake,60,2023-10-31T06:24:30.000,wake,30,2023-10-31T06:29:00.000,wake,60,2023-10-31T06:50:00.000,wake,60,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43302888321,2023-10-30,2023-10-30T00:03:30.000,2023-10-30T07:05:30.000,25320000,0,374,48,0,422,95,stages,0,auto_detected,3,62,71,16,48,59,14,218,196,8,94,96,2023-10-30T00:03:30.000,wake,420,2023-10-30T00:10:30.000,light,2040,2023-10-30T00:44:30.000,deep,930,2023-10-30T01:00:00.000,light,1260,2023-10-30T01:21:00.000,rem,450,2023-10-30T01:28:30.000,light,1980,2023-10-30T02:01:30.000,deep,2610,2023-10-30T02:45:00.000,light,30,2023-10-30T02:45:30.000,rem,810,2023-10-30T02:59:00.000,light,4320,2023-10-30T04:11:00.000,rem,2190,2023-10-30T04:47:30.000,light,1410,2023-10-30T05:11:00.000,deep,360,2023-10-30T05:17:00.000,light,2310,2023-10-30T05:55:30.000,rem,2370,2023-10-30T06:35:00.000,light,270,2023-10-30T06:39:30.000,wake,1560,,,,,,,,,,,,,,,,2023-10-30T00:12:30.000,wake,150,2023-10-30T00:17:00.000,wake,30,2023-10-30T01:17:00.000,wake,30,2023-10-30T01:28:30.000,wake,90,2023-10-30T02:42:00.000,wake,180,2023-10-30T02:59:00.000,wake,90,2023-10-30T03:33:00.000,wake,30,2023-10-30T04:07:30.000,wake,60,2023-10-30T04:20:00.000,wake,30,2023-10-30T04:33:00.000,wake,30,2023-10-30T05:17:00.000,wake,30,2023-10-30T05:52:00.000,wake,30,2023-10-30T06:10:30.000,wake,90,2023-10-30T06:28:30.000,wake,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43302888320,2023-10-29,2023-10-29T01:47:30.000,2023-10-29T09:17:00.000,26940000,0,411,38,0,449,98,stages,0,auto_detected,4,72,71,19,38,63,20,222,190,8,117,91,2023-10-29T01:47:30.000,wake,480,2023-10-29T01:55:30.000,light,600,2023-10-29T02:05:30.000,deep,900,2023-10-29T02:20:30.000,light,1410,2023-10-29T02:44:00.000,rem,960,2023-10-29T03:00:00.000,light,450,2023-10-29T03:07:30.000,rem,870,2023-10-29T03:22:00.000,light,390,2023-10-29T03:28:30.000,deep,1290,2023-10-29T03:50:00.000,light,2520,2023-10-29T04:32:00.000,rem,2100,2023-10-29T05:07:00.000,light,570,2023-10-29T05:16:30.000,deep,1380,2023-10-29T05:39:30.000,light,2070,2023-10-29T06:14:00.000,wake,300,2023-10-29T06:19:00.000,light,450,2023-10-29T06:26:30.000,rem,390,2023-10-29T06:33:00.000,wake,210,2023-10-29T06:36:30.000,light,180,2023-10-29T06:39:30.000,wake,270,2023-10-29T06:44:00.000,light,30,2023-10-29T06:44:30.000,rem,2100,2023-10-29T01:58:30.000,wake,30,2023-10-29T02:20:00.000,wake,30,2023-10-29T02:24:00.000,wake,30,2023-10-29T02:58:00.000,wake,120,2023-10-29T03:49:30.000,wake,30,2023-10-29T04:04:00.000,wake,30,2023-10-29T04:46:00.000,wake,30,2023-10-29T05:39:30.000,wake,120,2023-10-29T07:11:00.000,wake,30,2023-10-29T08:03:00.000,wake,120,2023-10-29T08:09:00.000,wake,30,2023-10-29T08:11:30.000,wake,30,2023-10-29T08:27:00.000,wake,60,2023-10-29T08:55:30.000,wake,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,2023-10-29T07:19:30.000,light,1770,2023-10-29T07:49:00.000,deep,960,2023-10-29T08:05:00.000,light,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-29T08:12:30.000,rem,780,2023-10-29T08:25:30.000,light,2850,2023-10-29T09:13:00.000,wake,240,,,
